exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc,extra,totalQuantityinShipment,,units,ExpectedManagementMethod,receivingfacilityzipcode,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,latitude,longitude
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"TOLUENE, XYLENE",5952,5952,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"TOLUENE, XYLENE",5970,5970,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"TOLUENE, XYLENE",5940,5940,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"TOLUENE, XYLENE",6310,6310,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"TOLUENE, XYLENE",5970,5970,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"TOLUENE, XYLENE",5970,5970,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"CONTAINS TOLUENE, XYLENE",5420,5420,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"CONTAINS TOLUENE, XYLENE",5810,5810,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"CONTAINS TOLUENE, XYLENE",5550,5550,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"CONTAINS TOLUENE, XYLENE",5550,5550,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"CONTAINS TOLUENE, XYLENE",5550,5550,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"CONTAINS TOLUENE, XYLENE",6340,6340,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
AIMCO SOLREC LTD,425 MOROBEL DRIVE,MILTON,ONTARIO,CANADA,43.5197105,-79.8975296,mercury,"CONTAINS TOLUENE, XYLENE",5550,5550,G - Gallons (liquids only),H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
APARATOS ELECTRICOS DE ACUNA,CARRETERA PRESA LA AMISTAD KM7,CIUDAD ACUNA,MEXICO,MEXICO,19.31917,-99.2401199,mercury,"POLYESTER RESIN, VINYL TOLUENE",348,348,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
CUMMINS JUAREZ SA DE CV,BERMUDEZ INDUSTRIAL PARK,MEXICO,MEXICO,MEXICO,19.3542099,-99.3009491,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS (XYLENE, TOLUENE)",75,75,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
DIESEL RECON DE MEXICO,BERMUDEZ INDUSTRIAL PARK,MEXICO CITY,MEXICO,MEXICO,19.3542099,-99.3009491,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (XYLENE, TOLUENE)",80,80,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
DIESEL RECON DE MEXICO,BERMUDEZ INDUSTRIAL PARK,MEXICO CITY,MEXICO,MEXICO,19.3542099,-99.3009491,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS (XYLENE, TOLUENE)",75,75,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
DIESEL RECON DE MEXICO,BERMUDEZ INDUSTRIAL PARK,MEXICO CITY,MEXICO,MEXICO,19.3542099,-99.3009491,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLD NOS (XYLENE, TOLUENE)",75,75,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
DIESEL RECON DE MEXICO,BERMUDEZ INDUSTRIAL PARK,MEXICO CITY,MEXICO,MEXICO,19.3542099,-99.3009491,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. (XYLENE, TOLUENE)",75,75,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
DIESEL RECON DE MEXICO,BERMUDEZ INDUSTRIAL PARK,MEXICO CITY,MEXICO,MEXICO,19.3542099,-99.3009491,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (XYLENE, TOLUENE)",80,80,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
DIESEL RECON DE MEXICO,BERMUDEZ INDUSTRIAL PARK,MEXICO CITY,MEXICO,MEXICO,19.3542099,-99.3009491,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (XYLENE, TOLUENE)",80,80,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
DIESEL RECON DE MEXICO,BERMUDEZ INDUSTRIAL PARK,MEXICO CITY,MEXICO,MEXICO,19.3542099,-99.3009491,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS (XYLENE, TOLUENE)",85,85,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"TOLUENE, XYLENE",1015,1015,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"TOLUENE, CHROMIUM",501,501,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,TOLUENE,173,173,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"XYLENE, TOLUENE",600,600,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID (TOLUENE)",172,172,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID  NOS (TOLUENE, CHROMIUM)",417,417,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (TOLUENE, XYLENE)",894,894,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"XYLENE, TOLUENE",454,454,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,TOLUENE,105,105,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"TOLUENE, CHROMIUM",266,266,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"TOLUENE, XYLENE",537,537,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"XYLENE, TOLUENE",309,309,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"TOLUENE, CHROMIUM",437,437,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"XYLENE, TOLUENE",894,894,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,TOLUENE,208,208,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
ANACHEM LTD,135 RICHER ST.,LACHINE,QUEBEC,CANADA,45.4490814,-73.6633987,mercury,"XYLENE, TOLUENE",160671,160671,P - Pounds,H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
ANACHEM LTD,135 RICHER ST.,LACHINE,QUEBEC,CANADA,45.4490814,-73.6633987,mercury,"XYLENE, TOLUENE",198502,198502,P - Pounds,,66736,KSD980633259,SYSTECH ENVIRONMENTAL,1420 CEMENT ROAD,FREDONIA,KS,37.5156317,-95.8243324
ANACHEM LTD,135 RICHER ST.,LACHINE,QUEBEC,CANADA,45.4490814,-73.6633987,mercury,"XYLENE, TOLUENE",173151,173151,P - Pounds,H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
ANACHEM LTD,135 RICHER ST.,LACHINE,QUEBEC,CANADA,45.4490814,-73.6633987,mercury,"XYLENE, TOLUENE",194115,194115,P - Pounds,H061,45879,OHD005048947,SYSTECH CORP.,RR#2 11397 COUNTRY RD. 176,PAULDING,OH,41.1794467,-84.6049518
ANACHEM LTD,135 RICHER ST.,LACHINE,QUEBEC,CANADA,45.4490814,-73.6633987,mercury,"WASTE FLAMMABLE LIQUID, NOS (XYLENE/TOLUENE)",171209,171209,P - Pounds,H061,66736,KSD980633259,SYSTECH ENVIRONMENTAL,1420 CEMENT ROAD,FREDONIA,KS,37.5156317,-95.8243324
ANACHEM LTD,135 RICHER ST.,LACHINE,QUEBEC,CANADA,45.4490814,-73.6633987,mercury,"WASTE FLAMMABLE LIQUID, NOS (XYLENE/TOLUENE)",187634,187634,P - Pounds,H061,66736,KSD980633259,SYSTECH ENVIRONMENTAL,1420 CEMENT ROAD,FREDONIA,KS,37.5156317,-95.8243324
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"XYLENE, TOLUENE",140,140,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
LAIDLAW ENV. SVCS. DE MEXICO S.A. DE C.V.,BLV. MIGUEL DE LA MADRID #9370,CD. JUAREZ,CHIHUAHUA,MEXICO,31.6096706,-106.4205017,mercury,"XYLENE, TOLUENE",385,385,K - Kilograms,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK LP,2027 BATTLEGROUND ROAD,LA PORTE,TX,29.6941654,-95.0923502
MALTEX S.A. DE C.V.,BRECHA 122 KM68,VALLE HERMOSO,TAMAULIPAS,MEXICO,25.6685104,-97.7960281,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, NOS (TOLUENE)",2007,2007,P - Pounds,H132,78380,TXD069452340,US ECOLOGY TEXAS,PETRONILLA RD.,ROBSTOWN,TX,27.779776,-97.652065
MALTEX S.A. DE C.V.,BRECHA 122 KM68,VALLE HERMOSO,TAMAULIPAS,MEXICO,25.6685104,-97.7960281,mercury,TOLUENE,3360,3360,P - Pounds,H132,78380,TXD069452340,US ECOLOGY TEXAS,PETRONILLA RD.,ROBSTOWN,TX,27.779776,-97.652065
PRODUCTOS MARINE DE MEXICO,CALLE OHM 8451/ PARQUE INDUSTRIAL BERMUDEZ,CD. JUAREZ,CHIHUAHUA,MEXICO,31.71245,-106.4003983,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (ACETONE, TOLUENE)",1503,1503,K - Kilograms,,76208,TXD077603371,SAFETY-KLEEN SYSTEMS/ INC.,1722 COOPER CREEK ROAD,DENTON,TX,33.236889,-97.081123
PRODUCTOS MARINE DE MEXICO,CALLE OHM 8451/ PARQUE INDUSTRIAL BERMUDEZ,CD. JUAREZ,CHIHUAHUA,MEXICO,31.71245,-106.4003983,mercury,"WASTE FLAMMABLE LIQUID, NOS (TOLUENE)",400,400,K - Kilograms,,76208,TXD077603371,SAFETY-KLEEN SYSTEMS/ INC.,1722 COOPER CREEK ROAD,DENTON,TX,33.236889,-97.081123
PRODUCTOS MARINE DE MEXICO,CALLE OHM 8451/ PARQUE INDUSTRIAL BERMUDEZ,CD. JUAREZ,CHIHUAHUA,MEXICO,31.71245,-106.4003983,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (XYLENE, TOLUENE)",964,964,K - Kilograms,H061,76208,TXD077603371,SAFETY-KLEEN SYSTEMS/ INC.,1722 COOPER CREEK ROAD,DENTON,TX,33.236889,-97.081123
PRODUCTOS MARINE DE MEXICO,CALLE OHM 8451/ PARQUE INDUSTRIAL BERMUDEZ,CD. JUAREZ,CHIHUAHUA,MEXICO,31.71245,-106.4003983,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (CHROMIUM, TOLUENE, XYLENE)",538,538,K - Kilograms,H061,76208,TXD077603371,SAFETY-KLEEN SYSTEMS/ INC.,1722 COOPER CREEK ROAD,DENTON,TX,33.236889,-97.081123
PRODUCTOS MARINE DE MEXICO,CALLE OHM 8451/ PARQUE INDUSTRIAL BERMUDEZ,CD. JUAREZ,CHIHUAHUA,MEXICO,31.71245,-106.4003983,mercury,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID NOS (ACETONE, TOLUENE)",504,504,K - Kilograms,,76208,TXD077603371,SAFETY-KLEEN SYSTEMS/ INC.,1722 COOPER CREEK ROAD,DENTON,TX,33.236889,-97.081123
PRODUCTOS MARINE DE MEXICO,CALLE OHM 8451/ PARQUE INDUSTRIAL BERMUDEZ,CD. JUAREZ,CHIHUAHUA,MEXICO,31.71245,-106.4003983,mercury,"WASTE FLAMMABLE LIQUID, NOS (TOLUENE & XYLENE)",190,190,K - Kilograms,,76208,TXD077603371,SAFETY-KLEEN SYSTEMS/ INC.,1722 COOPER CREEK ROAD,DENTON,TX,33.236889,-97.081123
CLEAN HARBORS CANADA INC,551 AVONHEAD ROAD,MISSISSAUGA,ONTARIO,CANADA,43.4981155,-79.6266479,mercury,"WASTE ORGANOMETALLIC SUBSTANCE, LIQUID, WATER-REACTIVE, FLAMMABLE (METHYLALUMINOXANE/TOLUENE)",1,1,K,H141,77571,TXD982290140,CLEAN HARBORS LAPORTE/ LLC,500 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,29.708084,-95.090553
CLEAN HARBORS QUEBEC INC,400 GALIBEAU STREET,THURSO,QUEBEC,CANADA,45.6024895,-75.2441864,mercury,"WASTE WATER-REACTIVE SOLID, CORROSIVE, NOS (TOLUENE SULFONYL CHLORIDE)",7,7,P,H040,77571,TXD055141378,CLEAN HARBORS DEER PARK/ LLC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,TX,29.7269478,-95.0948257
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",5680,5680,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",5581,5581,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",5581,5581,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",5581,5581,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",5581,5581,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",2500,2500,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",5680,5680,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",2500,2500,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",5541,5541,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",5541,5541,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",5541,5541,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",1828,1828,G - Gallons (liquids only),H040,69145,NED981723513,CLEAN HARBORS ENV SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBELL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",2500,2500,G,H040,69145,NED981723513,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",48097,48097,P,H040,69145,NED981723513,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",2500,2500,G,H040,69145,NED981723513,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,41.2633018,-103.6393585
CLEAN HARBORS CANADA INC,7842 PROGRESS WAY,DELTA,BRITISH COLUMBIA,CANADA,49.138237,-123.0064087,mercury,"WASTE FLAMMABLE LIQUIDS, NOS (XYLENE, TOLUENE)",48978,48978,P,H040,69145,NED981723513,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2247 SOUTH HIGHWAY 71,KIMBALL,NE,41.2633018,-103.6393585
